lichess_dataset_index,PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl
39794,12zyK,1r1q1rk1/1p2npp1/4bb1p/p1pp4/P2P4/2N1PNP1/1PQ1KPP1/1BR4R b - - 1 18,c5d4 c2h7,1446,449,100,3,mate mateIn1 oneMove,https://lichess.org/nrNWeB8h/black#36
39796,1306Q,4r1k1/pp4p1/2p5/3p1Qq1/8/1P1B4/PBP3P1/R3r1K1 w - - 1 27,a1e1 e8e1 g1h2 g5h4 f5h3 h4f4,1436,438,100,2,crushing endgame long,https://lichess.org/RZ4cpfy4#53
39802,130ZE,r4bnr/ppp2kpp/3p4/4p1q1/3nP1b1/3P1P2/PPP3PP/RNBQ1RK1 b - - 0 8,d4f3 g2f3 g5g6 f3g4,1471,500,100,0,discoveredAttack equality opening short,https://lichess.org/pAi6ZVNo/black#16
39805,130gm,5r1k/pb3qbp/1r1p4/1p3p2/1N1B1R2/2PP2QP/PP4P1/R5K1 w - - 2 25,f4f5 g7d4 c3d4 f7f5,1522,168,100,22,crushing intermezzo middlegame short,https://lichess.org/2A6j88VX#49
39812,131HE,3r1r2/ppp2p2/5P1k/q2PPQ1P/5P2/P4K2/3R4/7R b - - 0 34,a5d2 f5g5 h6h7 g5g7,1156,75,100,218,endgame mate mateIn2 short,https://lichess.org/dx1g8R6i/black#68
39820,132Ff,4Q3/2b2r1k/5B2/3p2p1/P5q1/4P2p/5P2/2R2K2 b - - 1 37,g4g2 f1e2 g2g4 f2f3 g4d7 e8h8,1567,186,100,9,crushing endgame long,https://lichess.org/LKIIWhb2/black#74
39824,132gX,3r2k1/pp1P1pp1/6qp/4Qb2/1P3P2/6P1/P1r3BP/3R1R1K b - - 0 24,d8d7 e5e8 g8h7 d1d7 f5d7 e8d7,1562,163,100,15,crushing intermezzo long middlegame,https://lichess.org/IAbVjR9T/black#48
39831,133Qx,8/1p4k1/2b1pq2/2Pp4/3P1Qp1/4PpP1/5P2/5BK1 b - - 7 33,f6f4 g3f4 c6e8 g1h2,1738,144,100,24,crushing defensiveMove endgame short,https://lichess.org/Nxkhdkks/black#66
39842,134Hw,6k1/p4rp1/8/1ppqrp2/2n5/2P3Q1/P4PPP/R1B1R1K1 w - - 0 30,e1e5 d5d1 e5e1 d1e1,1001,76,100,90,mate mateIn2 middlegame short,https://lichess.org/KI5QOlBI#59
39870,136Vj,r3nrk1/1pp2p1Q/p1np2p1/8/4PPR1/1P3P2/qBP1N2P/6RK b - - 0 23,g8h7 g4h4 h7g8 h4h8,1198,157,100,23,mate mateIn2 middlegame short,https://lichess.org/w0mSUFma/black#46
39872,136e6,1r4k1/p3pp2/3p2pp/qr3P2/2p1P3/P1b3PP/1PB5/1RQ2R1K b - - 0 29,g6g5 b2c3,1408,500,100,0,equality middlegame oneMove,https://lichess.org/OiLpNj6t/black#58
39875,136rQ,8/pR5R/2p2pk1/6p1/1P3P2/1r4PK/3r3P/8 w - - 2 34,h3g4 f6f5 g4h3 g5g4 h3h4 d2h2,1271,89,100,75,deflection endgame long mate mateIn3 rookEndgame,https://lichess.org/GH9ZH6Yp#67
39881,137eF,6k1/1b2qppp/p2b1p2/1p1Pr3/2pQ4/P1N2B2/1PP2PPP/3R2K1 w - - 2 22,h2h3 e5e1 d1e1 e7e1,606,83,100,302,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/KieGkWfr#43
39888,138CN,5rk1/1p4p1/pRp1p2p/3p1bq1/3P4/2PPP3/P3Q1PP/3R2K1 w - - 2 26,b6b7 f5g4 e2d2 g4d1 d2d1 g5e3,1476,112,100,54,crushing endgame kingsideAttack long skewer,https://lichess.org/CCgK4w8k#51
39891,138ey,r3r1k1/pp3pp1/2p2b1B/1q3P2/1P4Q1/2P5/P5PP/RN3R1K w - - 3 21,h6g7 b5f1,1149,82,100,156,hangingPiece kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/OYKnGxW6#41
39892,138fp,R7/1P1bk1p1/2p1p2r/1NPpp2p/3P1q1b/Q6P/6P1/7K b - - 3 33,h6g6 a3f3 f4c1 h1h2 g6f6 b7b8q,2201,255,100,6,advancedPawn defensiveMove equality long middlegame promotion,https://lichess.org/KfgHhzug/black#66
39896,138mo,2r2rk1/3q1pbp/p3p1p1/1p1n2B1/3P4/2N3PP/PP3PK1/2RQR3 w - - 4 19,c3d5 d7d5 d1f3 d5g5 c1c8 f8c8,1708,358,100,1,crushing fork long middlegame,https://lichess.org/rqpdfed1#37
39904,139ww,4R1k1/p5bp/1p6/1P4P1/1r2Pp2/5B2/7P/7K b - - 2 45,g8f7 f3h5,1255,101,100,98,endgame master mate mateIn1 oneMove,https://lichess.org/eWGPh5QJ/black#90
39910,13AgO,4Knk1/1R6/2r1p2p/3pPp1P/5P2/5B2/4P3/8 w - - 3 50,b7f7 c6c8 e8e7 c8c7 e7d6 c7f7,1110,147,100,30,crushing deflection endgame long skewer,https://lichess.org/7RpKoiiG#99
39915,13B2D,1r3rk1/5ppp/pp1Qp3/2n1P3/2P2R1P/5RP1/Pq3PK1/8 b - - 1 27,b8d8 f4f7 f8e8 d6c7 b2b1 f7g7 g8h8 f3f7,2113,150,100,15,crushing defensiveMove kingsideAttack middlegame veryLong,https://lichess.org/1lJd78YI/black#54
39917,13BDH,r4k2/ppp2p1p/3p3B/3n1r2/4R3/8/P4P1P/4R1K1 b - - 7 26,f8g8 e4e8 a8e8 e1e8,1247,134,100,28,endgame mate mateIn2 short,https://lichess.org/7OUxIewS/black#52
39918,13BG8,2Q5/4qkp1/5p1p/2p5/2Ppb3/1P3N1P/P4PP1/6K1 w - - 3 36,a2a4 e4f3 g2f3 d4d3 c8f5 e7d6,2331,183,100,16,crushing defensiveMove endgame long,https://lichess.org/o08ULtiP#71
39923,13Bxb,8/5bp1/1Q3pkp/2p5/3b2PP/3P1P2/1p1K4/8 w - - 1 41,h4h5 g6g5 d2c2 f7a2 b6b2 d4b2,2180,150,100,10,crushing endgame long quietMove,https://lichess.org/FT4uuMrR#81
39925,13Bys,1r3r2/1q2bk2/5pp1/1P2p3/NBP3P1/3P1P1Q/4PK2/1R6 b - - 0 30,e7b4 h3h7 f7e6 h7b7 b8b7 b1b4,1835,261,100,3,crushing long middlegame,https://lichess.org/Kql5pCEt/black#60
39942,13E3S,2r2r2/pp1b1pk1/1q1p2p1/3Pp1n1/4P1P1/1PN1P3/1P2Q3/1K1B1R1R b - - 10 23,b6b4 e2h2 f8h8 h2f2,2269,272,100,4,crushing middlegame short,https://lichess.org/mEAlTjgu/black#46
39943,13EDQ,2rr2kb/pp2np1p/1q4pB/3Pp3/2p1B3/2P4R/PP1Q1PPP/3R2K1 b - - 6 23,f7f5 d5d6 f5e4 h6g5 d8d6 d2d6 b6d6 d1d6,2136,156,100,29,crushing middlegame sacrifice veryLong,https://lichess.org/CteXxaPk/black#46
39949,13EkH,r2qkbnr/p4ppp/2pp4/4p1N1/6P1/4BQ1P/PPP2P2/R3K3 b Qkq - 1 14,g8f6 f3c6 e8e7 c6b7 d8d7 b7a8,1536,500,100,0,deflection equality long middlegame,https://lichess.org/vZ1JPpHr/black#28
39965,13GIk,2r3k1/1b5p/pp2Rn1q/6p1/2P5/1P1N1Pn1/P5B1/R1Q3K1 w - - 0 26,d3e5 g3e2 g1f1 e2c1,1121,209,100,16,crushing fork middlegame short,https://lichess.org/FNr74X6a#51
39972,13HQQ,5rk1/5Npp/3Q4/8/7N/5R2/P3qPPP/2n2K2 w - - 1 34,f1g1 e2e1,1050,98,100,97,mate mateIn1 middlegame oneMove,https://lichess.org/mDSkFHoT#67
39975,13Hn3,Nn3k1r/1p3ppp/p7/3pp3/4q3/1N5b/PPP1B2P/R3Q1KR w - - 0 23,e2d3 e4g2,1180,77,100,401,mate mateIn1 middlegame oneMove,https://lichess.org/FNfGIPkh#45
39988,13Jh7,5b2/2N1kp2/p2p4/1P2p3/8/3Q2pr/1P3qB1/R6K w - - 0 28,g2h3 f2h2,1284,80,100,230,endgame master mate mateIn1 oneMove,https://lichess.org/Bl7MzyiH#55
39990,13Jxc,6k1/1p3pp1/p4n1p/P2pbN2/1Pq5/2P2Q1P/5PP1/4B1K1 b - - 2 25,f6e4 f5e7 g8f8 e7g6,1500,500,100,0,crushing kingsideAttack pin short,https://lichess.org/aMCNbGnR/black#50
40001,13KVJ,8/8/rRpbk1p1/P4p2/3P4/5K2/3B1P2/8 b - - 1 44,a6b6 a5b6 e6d7 d2f4,1870,186,100,7,crushing endgame short,https://lichess.org/72euoXqh/black#88
40010,13KyL,2b5/2k1r3/pp1qpQ2/2b1N3/5P2/1P2P2P/P1R3P1/6K1 w - - 7 39,b3b4 d6d1 g1h2 d1c2,1038,122,100,39,crushing fork middlegame pin short,https://lichess.org/2DhzQkxp#77
40013,13L9U,8/p1Q1bk2/6q1/3P2p1/2P3p1/P5B1/1PbNrP2/2KR4 w - - 1 29,d5d6 c2a4 b2b3 a4b3 c7e7 e2e7,1901,229,100,4,crushing long middlegame,https://lichess.org/c3s1kMPO#57
40017,13LMN,3r2rk/p5bn/1p1Pp2p/1Np1Pp2/2P2Q1P/3q1PR1/1P4RK/8 b - - 3 34,a7a5 b5c7 d3d4 f4d4 c5d4 g3g7 g8g7 g2g7,1500,500,100,0,crushing middlegame veryLong,https://lichess.org/DyOV7KsS/black#68
40025,13MCc,4r2k/4N1pp/1p3r2/4Qp2/2N2P1q/P7/1P3P1P/4RRK1 w - - 2 28,e7g6 f6g6 g1h1 e8e5,1586,500,100,0,equality hangingPiece middlegame short,https://lichess.org/sw5tf8Lu#55
40032,13NJR,7k/1p1r1qr1/3N4/p1P1Q2p/P3P1p1/1P3pP1/5K1P/4R3 b - - 0 37,d7d6 c5d6 f7b3 e5e8 h8h7 e8h5,2267,149,100,12,crushing endgame exposedKing long,https://lichess.org/R7O9xUmV/black#74
40034,13Npn,8/8/8/1k2qQKp/7P/8/8/8 b - - 2 81,e5c5 f5c5 b5c5 g5h5,676,89,100,50,crushing endgame master queenEndgame short,https://lichess.org/bOcCPRrY/black#162
40036,13O4u,4r2b/pppR1N1k/6p1/5p2/8/8/r4P2/5K2 b - - 1 38,h7g8 f7h6 g8f8 d7f7,931,76,100,1079,endgame mate mateIn2 short,https://lichess.org/hp97j9KX/black#76
40037,13O8y,r2q3r/2k3p1/2npRb2/1Q5p/3P4/pP1R1N2/P1P2PPP/2K5 b - - 2 20,h8e8 d3c3 d8d7 e6f6 g7f6 d4d5,1500,500,100,2,crushing long middlegame sacrifice,https://lichess.org/bhHf7vlZ/black#40
40054,13Ppc,4r1k1/p1Q3p1/3Pqp2/1p5p/8/P6P/1P1R1PP1/5K2 w - - 3 40,f1g1 e6e1 g1h2 e1d2 d6d7 e8f8,1740,104,100,36,crushing defensiveMove endgame fork long,https://lichess.org/qM4eme8A#79
40058,13QIC,8/pN3p2/2p1kn2/7p/2r5/PK6/1P6/5R2 b - - 1 43,c4e4 b7c5 e6e7 c5e4,1026,76,100,173,advantage endgame fork short,https://lichess.org/UISpg12Y/black#86
40067,13R65,6rk/p5pp/2p5/8/1P6/2q5/P3QRPP/7K w - - 0 32,e2b2 c3e1 f2f1 e1f1,1259,193,100,24,endgame mate mateIn2 short,https://lichess.org/R6Y7aGrv#63
40072,13RW0,1r6/3b1pk1/p1pp1rpp/8/1PP5/P6P/3RBPP1/2R3K1 b - - 0 26,c6c5 b4c5 d6c5 d2d7,1365,355,100,7,crushing endgame master short,https://lichess.org/Kr6yzghC/black#52
40077,13SGa,8/8/3Kpp2/k2p3p/3P1P1P/8/8/8 b - - 1 51,e6e5 f4e5 f6e5 d6e5,2107,75,100,123,crushing endgame pawnEndgame short,https://lichess.org/Ni9RtXNB/black#102
40080,13SHp,1k6/1p1r1p2/1P2p3/7R/5Pp1/3b4/6BP/6K1 b - - 0 36,d7d4 h5h8 d4d8 h8d8,611,87,100,66,endgame mate mateIn2 short,https://lichess.org/b1oZSJP7/black#72
40085,13TKT,7B/1p6/2p1k1pp/2N1p3/2P4n/1P2rP2/P4RPK/3r4 b - - 1 44,e6f5 g2g4 f5g5 c5e6,1500,500,100,0,mate mateIn2 short,https://lichess.org/HKR0WQtY/black#88
40095,13U2s,rnbq1bnr/pp4pp/3p2k1/2p1Q3/1PB1PN2/8/P1PP1PPP/RN2K2R b KQ - 1 9,g6h6 e5h5,1298,137,100,67,mate mateIn1 middlegame oneMove,https://lichess.org/EFGxKixD/black#18
40104,13Uxs,8/p4pk1/2Q4p/5bp1/3qr2B/PP6/2P3PP/5R1K w - - 0 26,h4f2 d4f2 c6c3 f2d4 c3d4 e4d4,1500,500,100,0,crushing endgame long,https://lichess.org/HgrrppCS#51
40106,13V5k,2k3rr/p4p2/2p1p3/4q3/P5R1/3P1Q1p/2P2P1P/5RK1 b - - 2 26,f7f5 f3c6 c8d8 c6a8 d8e7 g4g8 h8g8 a8g8,1770,169,100,13,crushing endgame exposedKing veryLong,https://lichess.org/lJf3Ht5T/black#52
40109,13VWt,2r3k1/p1q1b1pp/1p6/2pR1p2/4p3/1N2PnP1/PPQ2P1P/R1B3K1 w - - 1 21,g1g2 f3e1 g2h1 e1c2,849,76,100,392,crushing fork middlegame short,https://lichess.org/TnHgk9th#41
40128,13X3n,3qkb1r/2p2pp1/p1N4p/2p5/4P3/2P1B3/P4PPP/1R4K1 b k - 1 22,d8d3 b1b8 e8d7 c6e5 d7d6 e5d3,1500,500,100,1,crushing endgame fork long,https://lichess.org/8LBG41UD/black#44
40131,13XDq,2r3k1/3r1ppp/Q3p3/3p4/3P4/4P2P/PPq2PP1/5RK1 b - - 0 25,c2b2 a6c8 d7d8 c8d8,638,83,100,234,backRankMate endgame fork hangingPiece mate mateIn2 short,https://lichess.org/GCEekeW3/black#50
40134,13XOz,r5k1/7p/p2p2p1/1ppP3q/2PbNB2/1P1B1P2/P1Q5/1R1R1b1K w - - 3 27,f4h2 h5f3 c2g2 f1g2,1011,79,100,174,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/gmBUidhe#53
40136,13XVz,r5k1/p5bp/1p3qp1/2p5/4Pp2/3PQ3/PP3P2/1K1R3R w - - 0 23,e3h3 f6b2,748,108,100,81,endgame mate mateIn1 oneMove queensideAttack,https://lichess.org/17gmkppJ#45
40144,13YU1,6k1/3p1rp1/4pR2/2p1Pp2/P4P2/2P4P/K1P2P2/6n1 b - - 0 28,g1h3 f6f7 g8f7 a4a5 h3f4 c3c4,2198,121,100,26,crushing defensiveMove endgame long quietMove,https://lichess.org/xxx9MTMp/black#56
40149,13Ylu,3q3r/p4pk1/1pb3p1/8/8/2P3pP/PPBQ2P1/3R2RK w - - 0 32,d2d8 h8h3,1248,90,100,87,endgame mate mateIn1 oneMove pin,https://lichess.org/1XEgZF7K#63
40157,13ZgP,4r1k1/ppp3pp/2n2p2/8/8/3B1q2/PBPQ1P1P/R2K4 w - - 0 20,d1c1 f3h1 d2d1 e8e1 c1d2 e1d1,1654,158,100,27,crushing long middlegame pin queensideAttack,https://lichess.org/kgRahuLn#39
40161,13ZvZ,2r5/pp4p1/2P1k3/1P2ppp1/P1R5/r4P2/5K2/2R5 b - - 0 36,b7c6 c4c6 e6f7 c6c8,913,119,100,19,crushing endgame rookEndgame short,https://lichess.org/dpdnyqJ1/black#72
40173,13b0k,3r2k1/2p2ppp/p1q1pn2/P5r1/1pB4n/1Q3P2/1P1N1P1P/R3BR1K w - - 4 24,f1g1 g5g1 h1g1 d8d2,1864,199,100,9,crushing kingsideAttack master middlegame short,https://lichess.org/cfKB0QtE#47
40174,13b3L,5r2/7k/6pb/1p3b2/p7/P1Pp4/1P6/KB3RR1 w - - 0 34,b1d3 f5d3 f1f8 h6f8,1424,437,100,8,crushing endgame hangingPiece short,https://lichess.org/GXAoo2Vj#67
40178,13bHw,3r2k1/3N1pbp/3Np1pn/1p2P3/5PP1/3PQ2P/1q6/2R3K1 w - - 8 34,c1c8 d8c8 d6c8 b2b1,1500,500,100,0,crushing middlegame short,https://lichess.org/bY6fLCkl#67
40179,13bX2,r3r1kR/8/2b3P1/3p3p/2pP1q1P/1p6/1P4P1/1BRQ3K b - - 4 31,g8h8 d1h5 h8g8 h5h7 g8f8 g6g7 f8e7 g7g8q,1546,76,100,219,advancedPawn crushing deflection discoveredAttack exposedKing middlegame promotion veryLong,https://lichess.org/Wqkyw9KC/black#62
40180,13bXi,8/p7/7p/pPK1pk2/5p1P/5P2/5N2/8 w - - 2 47,c5c6 a5a4 f2e4 a4a3 e4c3 e5e4,1527,79,100,84,crushing endgame knightEndgame long quietMove,https://lichess.org/zz9PG6Kf#93
40185,13c7N,q4rk1/2p2pp1/1r1bp2p/1p6/3P4/P2BPN1P/1P1Q1PP1/2R3K1 b - - 0 22,c7c5 d4c5 d6c5 c1c5,1285,172,100,24,crushing fork middlegame short,https://lichess.org/IbkTYZhc/black#44
40191,13cVT,r6k/6p1/p2q1rbR/1pp3Q1/8/P2P3R/BPP2P1P/7K b - - 0 32,g7h6 g5h6 g6h7 h6h7,1151,75,100,641,mate mateIn2 middlegame short,https://lichess.org/c8fSMlQt/black#64
40193,13cd3,4Q3/pp4rk/8/8/3P4/2P5/q5P1/6RK w - - 3 45,g1e1 a2g2,1044,233,100,19,endgame mate mateIn1 oneMove,https://lichess.org/2zh8JXNH#89
40194,13crz,2rq1rk1/5pp1/1pp1p2p/p2nP1NQ/Pn1PN3/8/1P3PPP/2R2RK1 b - - 1 19,f7f5 h5g6 d8g5 e4g5,1673,333,100,2,crushing middlegame short,https://lichess.org/1SrNDwCx/black#38
40195,13cu4,7r/8/8/8/2k5/K7/1R6/8 w - - 11 59,a3a4 h8a8,936,119,100,32,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/TH4KuuTv#117
40200,13dkX,r3k2r/4bpp1/p1p1q2p/4N3/3PQ3/6Pb/PPP5/2K1R1R1 b kq - 0 24,e6a2 e4c6 e8d8 c6a8,995,183,100,18,crushing fork middlegame short,https://lichess.org/y4j86CjV/black#48
40203,13eJ3,r4k2/2RP1pp1/5n1p/4p3/p3P3/7P/3N2PK/8 b - - 0 36,f8e7 c7c8 f6d7 c8a8,1589,210,100,5,crushing endgame short,https://lichess.org/VbSHI33s/black#72
40232,13h9t,5r1r/1b2p1k1/p3Q1p1/3pN1P1/1q1P4/2n1PN2/P2K4/8 b - - 3 29,f8f3 e6g6 g7f8 e5d7,1553,128,100,33,mate mateIn2 middlegame short,https://lichess.org/02Fj4KoK/black#58
40234,13hQt,8/RP4p1/P5k1/8/7P/2b1Bp1P/5P2/3r2K1 w - - 1 41,g1h2 c3e5 e3f4 e5f4,804,77,100,104,endgame mate mateIn2 short,https://lichess.org/56PAD77p#81
40245,13ikg,4r1k1/pp6/2p4p/1PPp1pp1/P2P1r1q/4PKRP/4R1P1/3Q4 w - - 2 39,e3f4 h4f4,1407,110,100,85,endgame mate mateIn1 oneMove,https://lichess.org/DL2MwWy1#77
40247,13ivE,2kr4/1p3pp1/1Q4bp/8/8/2rq3P/5PP1/R3R1K1 b - - 1 26,c3c6 a1a8 c8d7 b6d8,1320,75,100,583,mate mateIn2 middlegame short,https://lichess.org/964ZdiW4/black#52
40256,13jql,4r1k1/pp1brpp1/nq5p/7Q/3pN3/PP1P3P/2P1RPP1/4R1K1 b - - 2 23,b6g6 h5g6 f7g6 e4f6 g7f6 e2e7,1439,500,100,0,discoveredAttack equality kingsideAttack long middlegame,https://lichess.org/Iy0yXlzH/black#46
40262,13koj,3r2k1/1b3ppp/p7/3r4/2qN4/P3Q3/1P3PPP/R2R2K1 w - - 2 24,a1c1 d5d4 d1d4 c4d4 e3d4 d8d4,1500,500,100,4,crushing long middlegame,https://lichess.org/TWjQKTin#47
40264,13ky1,2r5/8/8/8/5k2/8/6RK/8 w - - 22 77,h2h3 c8h8,1156,87,100,89,endgame master masterVsMaster mate mateIn1 oneMove rookEndgame,https://lichess.org/PSConqWf#153
40289,13nX3,4r1k1/pp1Rrpp1/5b1p/2q5/8/1BP4P/PPQ2PP1/5RK1 w - - 4 24,f1d1 e7e2 c2e2 e8e2,1982,222,100,6,crushing middlegame short,https://lichess.org/oXi4QQhT#47
40291,13nu4,5br1/p2q4/4k3/3bpp1p/1QNp2B1/1P6/P4PPP/1R3RK1 w - - 0 26,g4f5 e6f5 c4e3 f5e6,2031,116,100,30,crushing defensiveMove hangingPiece middlegame short,https://lichess.org/ynx3SCPe#51
40295,13o5E,2k4r/R1p3Q1/8/3q1p1r/4p1p1/2P3P1/1P3R1P/6K1 b - - 6 34,d5d1 f2f1 d1d6 a7a8 c8b7 a8h8,1500,500,100,0,crushing endgame long,https://lichess.org/3KmS5lBU/black#68
40297,13oGc,5k2/p2R1ppp/1p2r3/2p2n2/B1P5/2P4P/P4KP1/8 b - - 3 29,f5e3 d7d8 f8e7 d8e8 e7f6 e8e6 f6e6 f2e3,1143,228,100,10,crushing endgame master veryLong,https://lichess.org/xXZMyp7S/black#58
40313,13qRG,1r1q1rk1/1p2b1p1/p2p3p/4p3/2P5/P2P2Pb/1PQB2BP/1R3RK1 b - - 2 22,d8b6 c4c5 b6c5 c2c5,1997,299,100,4,crushing defensiveMove middlegame short,https://lichess.org/Pi5uQ6Qp/black#44
40315,13qkt,6k1/2q2pbp/8/1QPp4/5p2/5P2/r3rBPP/1R3RK1 b - - 0 29,g7d4 b5b8 c7b8 b1b8 g8g7 f2d4,1771,226,100,5,crushing long middlegame,https://lichess.org/0TArHxCl/black#58
40323,13rU0,r1b2r1k/pp1p1Rp1/7p/2b5/8/3B2P1/PPP4P/1K3R2 b - - 4 24,d7d5 f7f8 c5f8 f1f8,1138,257,100,16,mate mateIn2 middlegame short,https://lichess.org/4hz1aZj7/black#48
40332,13snh,2r3k1/6p1/1p1q1r1p/p3Nn2/P1pPRp2/2P4P/2Q2PP1/4R1K1 w - - 2 30,e5g6 f6g6 e4e8 c8e8 e1e8 g8f7,1770,175,100,12,crushing hangingPiece long middlegame,https://lichess.org/erJdpYZH#59
40333,13soY,1q4k1/5pp1/4p2p/pp6/PnNQ4/6P1/1P2PPKP/8 w - - 0 29,c4a5 b8a8 f2f3 a8a5,1359,382,100,5,crushing endgame fork short,https://lichess.org/NGnSSbKG#57
40342,13ttr,3Rbr1k/1pq1r1b1/p6p/2BQ3P/5pp1/1BP5/PP4P1/3R2K1 b - - 1 36,e7e5 c5f8 e5d5 d1d5 c7b6 g1f1,1500,500,100,3,crushing defensiveMove long middlegame,https://lichess.org/9rdAab6v/black#72
40343,13tvI,r6k/pppb1p2/5b2/3P4/2B1N1qP/3Q2Pn/PPP2P1K/R7 b - - 4 25,d7f5 e4f6 f5d3 f6g4,940,75,100,1140,advantage hangingPiece middlegame short,https://lichess.org/R3RaTr4w/black#50
40347,13uYx,1r4k1/p1P1B3/4P1p1/5p2/2p5/2q5/P4P2/3Q1nK1 b - - 0 26,b8c8 d1d8 g8h7 e7g5 f1h2 d8d7,2254,190,100,12,crushing endgame long quietMove,https://lichess.org/Mu9ccQMy/black#52
40348,13uaj,r3q1k1/ppp3pr/1bnp4/3N2Q1/3P4/4B2P/PP4P1/4R1K1 b - - 0 24,e8e4 d5f6 g8h8 f6e4,1478,75,100,386,crushing middlegame pin short,https://lichess.org/StvmhejA/black#48
40353,13uxN,8/5Qp1/1qp2b2/3kp3/5n2/3P1K2/8/1q6 b - - 5 50,d5d4 f7c4,1131,77,100,194,endgame mate mateIn1 oneMove,https://lichess.org/Pmy0FA7K/black#100
40354,13uzE,6k1/3r1p1p/2pB2p1/3p4/p1qP2Q1/P1P4P/1P2rRPK/8 b - - 4 31,f7f5 g4e2 c4e2 f2e2,1598,500,100,2,endgame equality short,https://lichess.org/7IXYMRl6/black#62
40356,13v7j,5k2/6Rp/4R3/8/1P6/2p1P2P/r1r3PK/8 w - - 1 37,e6e7 c2g2 g7g2 a2g2 h2g2 f8e7 g2f3 c3c2,1768,86,100,26,advancedPawn crushing endgame rookEndgame veryLong,https://lichess.org/sAzJAuBi#73
40358,13vNi,r2kr3/1pp1q3/p1np2Q1/6P1/2BP4/P1N5/1P3PP1/3K3R w - - 1 25,h1h7 e7e1 d1c2 c6d4 c2d3 e1f1,1825,162,100,18,crushing exposedKing long middlegame,https://lichess.org/2wBU13sv#49
40372,13x83,2r2rk1/pQ3ppp/2p1p3/3p4/3q2P1/7P/PP1N1P2/R3K2R w KQ - 2 23,e1c1 c8b8 b7b3 b8b3,1597,252,100,8,crushing middlegame short,https://lichess.org/oMalKDjn#45
40374,13xPP,4rnnr/1ppkb2p/p2p2p1/5PB1/3P4/2N5/PPP1R1PP/4R1K1 w - - 4 21,g5e7 e8e7 e2e7 g8e7,1500,500,100,0,crushing middlegame short,https://lichess.org/Yfca9vjr#41
40381,13ySb,3rr2k/1b5p/pp3p1Q/4qP2/4p1R1/1P1n2PP/P3N1BK/2R5 b - - 8 31,e8g8 c1c7 e5c7 h6f6 g8g7 g4g7,1946,187,100,10,crushing deflection kingsideAttack long middlegame sacrifice,https://lichess.org/R9Z1RUEO/black#62
40382,13ycq,2rqkr2/pp5R/2n1p1p1/3p1pb1/3P4/P1N5/1PP1QPP1/R3K3 b Q - 3 22,d8f6 c3d5 f6d8 e2e6,1470,458,100,1,equality middlegame pin short,https://lichess.org/dJxYrsz1/black#44
40385,13yvm,8/8/1p6/p6p/P3k2P/2K2p2/1P3P1P/8 w - - 0 44,b2b3 e4d5 c3d3 d5c5,1472,177,100,14,defensiveMove endgame equality pawnEndgame short,https://lichess.org/dIBSy4CN#87
40398,13zdo,r3r1k1/1pp2pp1/1b2b1p1/pP4q1/P1B2n2/1QPP2N1/5PPP/2BRR1K1 b - - 11 20,e6c4 b3c4 e8e1 d1e1 b6f2 g1f2,1562,235,100,3,crushing long middlegame,https://lichess.org/4fNkBNvz/black#40
40407,140Xw,8/3n2pp/3k4/5p2/8/1B2NP1P/P2r2P1/7K b - - 3 37,g7g6 e3c4 d6c5 c4d2,1144,196,100,8,crushing endgame fork short,https://lichess.org/pbCcrNZT/black#74
40409,140iQ,8/5R1p/p4b2/5Bk1/2Pn2P1/7K/P3r2P/7R w - - 1 33,h1f1 f6e5 f7g7 e5g7,2110,75,100,115,crushing endgame master short,https://lichess.org/4fzmJp7j#65
40420,141k1,5rk1/p4p2/2p3p1/3pp2p/2p1P2Q/BP1P2RP/P1P2nPK/q7 w - - 0 22,a3f8 a1h1,1013,119,100,66,endgame mate mateIn1 oneMove,https://lichess.org/VSfqTIrL#43
40443,1449x,r5k1/1pp1R1pp/3p1r2/3P4/p2Q4/1q6/5PPP/4R1K1 b - - 2 23,a4a3 d4g4 f6g6 e7e8 a8e8 e1e8 g8f7 g4d7,1877,212,100,5,crushing endgame veryLong,https://lichess.org/GHqaF0mp/black#46
40448,144hM,2R3k1/pp1q3p/5QpP/5p2/3pp3/6P1/P4P1K/8 b - - 1 34,d7c8 f6g7,1087,96,100,44,endgame mate mateIn1 oneMove queenEndgame,https://lichess.org/M8wgxans/black#68
40451,144p7,1n6/r3k1p1/1b2b1Np/pp6/1p6/8/PPPR2PP/3R3K b - - 5 29,e7f6 g6f8 b6c5 d1f1 f6e7 f8g6 e7e8 d2e2 e8d7 f1d1,2314,130,100,38,crushing exposedKing middlegame pin veryLong,https://lichess.org/YFEFeIq9/black#58
40453,144z0,2r1r1k1/pp3p1p/6p1/3p2B1/7P/PQ2P1P1/1P1KBq2/R7 b - - 3 28,d5d4 a1f1 e8e3 g5e3 f2e3 b3e3,1500,500,100,3,crushing long middlegame,https://lichess.org/sN6Vc0yy/black#56
40458,145is,8/7p/4kP2/3p4/1n1K4/7P/2p5/2R5 w - - 4 46,d4c3 b4a2 c3b2 a2c1,1321,216,100,10,crushing endgame fork short,https://lichess.org/zbaPfauR#91
