raw_id,raw_split,split,input,output
9827,train,0,"New Delhi 's stance , which was seen as effectively thwarting 2-1/2 years of negotiations at the Conference on Disarmament , drew widespread but generally muted foreign criticism .","{""person"": [], ""organization"": [], ""location"": [""New Delhi""], ""miscellaneous"": [""Conference on Disarmament""]}"
9828,train,0,India has also pledged to oppose any forwarding of the draft treaty to the United Nations General Assembly .,"{""person"": [], ""organization"": [""United Nations General Assembly""], ""location"": [""India""], ""miscellaneous"": []}"
9829,train,0,China said many countries had compromised to complete the treaty and that the issue of a disarmament schedule could be discussed in future negotiations .,"{""person"": [], ""organization"": [], ""location"": [""China""], ""miscellaneous"": []}"
9830,train,0,""" The completion of the test ban treaty would be an important and practical step in the gradual process of achieving total nuclear disarmament , "" it said .","{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
9831,train,0,China has pledged support for the pact since reaching a deal with the United States that made international inspections of nuclear sites more difficult than in earlier drafts of the accord .,"{""person"": [], ""organization"": [], ""location"": [""China"", ""United States""], ""miscellaneous"": []}"
9832,train,0,The newspaper said China advocated the complete ban and destruction of nuclear weapons but that there was little hope other nuclear powers would soon adopt the same stance .,"{""person"": [], ""organization"": [], ""location"": [""China""], ""miscellaneous"": []}"
9833,train,0,""" Some nuclear powers stubbornly uphold policies of nuclear deterrence based on first use of nuclear weapons , "" it said .","{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
9834,train,0,China held on July 29 what it said would be its last nuclear test before a self-imposed moratorium that took effect the following day .,"{""person"": [], ""organization"": [], ""location"": [""China""], ""miscellaneous"": []}"
9835,train,0,China was the last declared nuclear power to announce a halt to testing .,"{""person"": [], ""organization"": [], ""location"": [""China""], ""miscellaneous"": []}"
9836,train,0,Japan declares food poisoning threat receding .,"{""person"": [], ""organization"": [], ""location"": [""Japan""], ""miscellaneous"": []}"
9837,train,0,TOKYO 1996-08-27,"{""person"": [], ""organization"": [], ""location"": [""TOKYO""], ""miscellaneous"": []}"
9838,train,0,"The government said on Tuesday that the threat from a mysterious killer germ , while still requiring vigilance , appears to be receding in the western Japan city of Sakai , where the epidemic hit the hardest .","{""person"": [], ""organization"": [], ""location"": [""Japan"", ""Sakai""], ""miscellaneous"": []}"
9839,train,0,"The food poisoning epidemic caused by the O-157 colon bacillus in Sakai appears to be "" settling down "" , Health Minister Naoto Kan was quoted by a government spokesman as telling the cabinet .","{""person"": [""Naoto Kan""], ""organization"": [], ""location"": [""Sakai""], ""miscellaneous"": [""O-157""]}"
9840,train,0,"The O-157 colon bacillus has been found responsible for a widespread food poisoning epidemic that has killed 11 people and made over 9,500 ill this year .","{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": [""O-157""]}"
9841,train,0,"Sakai , near the regional commercial centre of Osaka , has been hit hardest by the deadly bacteria , with nearly 6,500 , mostly schoolchildren , affected by the disease .","{""person"": [], ""organization"": [], ""location"": [""Sakai"", ""Osaka""], ""miscellaneous"": []}"
9842,train,0,Two children in Sakai have died from complications associated with the bacteria .,"{""person"": [], ""organization"": [], ""location"": [""Sakai""], ""miscellaneous"": []}"
9843,train,0,"Kan told a cabinet meeting on Tuesday that no new victims have been reported since August 8 , indicating that the peak has passed , at least for Sakai .","{""person"": [""Kan""], ""organization"": [], ""location"": [""Sakai""], ""miscellaneous"": []}"
9844,train,0,"Sakai officials agreed with the assessment , but said it was too early to feel relieved .","{""person"": [], ""organization"": [], ""location"": [""Sakai""], ""miscellaneous"": []}"
9845,train,0,""" There are still patients hospitalised and problems which must be dealt with , "" a city spokesman said , citing the issue of whether to allow children infected with the bacteria but not showing symptoms to attend school from September .","{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
9846,train,0,"Health authorities believe school lunches were the source of the food poisoning in Sakai , but researchers have been unable to pinpoint the exact source of the infection .","{""person"": [], ""organization"": [], ""location"": [""Sakai""], ""miscellaneous"": []}"
9847,train,0,The outbreak has prompted authorities to tighten sanitary standards at slaughterhouses and meatpacking plants and sparked calls for an overhaul of the nation 's school lunch programme .,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
9848,train,0,"The ministers agreed at Tuesday 's cabinet meeting to step up inspection measures for school lunches in September and October , when schools around the country resume .","{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
9849,train,0,Japan 's Agriculture Ministry also announced that it will compile hygiene guidelines based on U.S. government methods of checking the safety of farm produce to prevent another outbreak of the epidemic .,"{""person"": [], ""organization"": [""Agriculture Ministry""], ""location"": [""Japan"", ""U.S.""], ""miscellaneous"": []}"
9850,train,0,"As of Monday , 31 children were still hospitalised in Sakai city , of whom six were in serious condition .","{""person"": [], ""organization"": [], ""location"": [""Sakai""], ""miscellaneous"": []}"
9851,train,0,Japan aluminium shipments surge 8.9 pct in July .,"{""person"": [], ""organization"": [], ""location"": [""Japan""], ""miscellaneous"": []}"
9852,train,0,TOKYO 1996-08-27,"{""person"": [], ""organization"": [], ""location"": [""TOKYO""], ""miscellaneous"": []}"
9853,train,0,"Japanese shipments of aluminium mill products in July surged 8.9 percent over the same month last year to 224,609 tonnes , while production rose 6.4 percent to 222,457 tonnes , according to preliminary data released on Tuesday by the Japan Aluminium Federation .","{""person"": [], ""organization"": [""Japan Aluminium Federation""], ""location"": [], ""miscellaneous"": [""Japanese""]}"
9854,train,0,"The surge reflected strong demand from the beverage can and housing construction sectors , federation officials said .","{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
9855,train,0,"Figures released two weeks ago from Japan 's seven largest mills already showed that Japan 's can sheet output reached its highest monthly level ever in July , reflecting above-average temperatures that sparked a jump in beer consumption .","{""person"": [], ""organization"": [], ""location"": [""Japan"", ""Japan""], ""miscellaneous"": []}"
9856,train,0,"A federation official added that the half-year through September 1996 also appeared likely to set a new record for can production , despite cooler temperatures in August .","{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
9857,train,0,"July inventories stood at 75,632 tonnes , down 2.6 percent from the prior month .","{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
9858,train,0,"July foil output was off 0.2 percent year-on-year at 11,525 tonnes , while foil shipments fell 0.8 percent to 11,244 tonnes .","{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
9859,train,0,"June mill output data were revised slightly downward to 210,622 tonnes from the preliminary 210,683 , while shipments were revised marginally upward to 213,989 tonnes from 213,845 .","{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
9860,train,0,"Final figures for June pegged can stock shipments at 40,144 tonnes , up 2.4 percent year-on-year .","{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
9861,train,0,"Shipments to the auto sector fell 5.5 percent to 15,286 tonnes , while the construction sector rose 2.4 percent to 79,390 tonnes .","{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
9862,train,0,"Exports dipped 3.7 percent to 18,867 tonnes .","{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
9863,train,0,-- Tokyo Commodities Desk ( 81-3 3432 6179 ),"{""person"": [], ""organization"": [""Tokyo Commodities Desk""], ""location"": [], ""miscellaneous"": []}"
9864,train,0,China thanks Gabon for support on human rights .,"{""person"": [], ""organization"": [], ""location"": [""China"", ""Gabon""], ""miscellaneous"": []}"
9865,train,0,BEIJING 1996-08-27,"{""person"": [], ""organization"": [], ""location"": [""BEIJING""], ""miscellaneous"": []}"
9866,train,0,"China has publicly thanked Gabon for its strong support at the United Nations Human Rights Commission , where Beijing has come under attack from Western nations for its human rights record .","{""person"": [], ""organization"": [""United Nations Human Rights Commission""], ""location"": [""China"", ""Gabon"", ""Beijing""], ""miscellaneous"": [""Western""]}"
9867,train,0,"China 's President Jiang Zemin offered his gratitude in a meeting on Monday with visiting Gabon President Omar Bongo , the official Xinhua news agency said .","{""person"": [""Jiang Zemin"", ""Omar Bongo""], ""organization"": [""Xinhua""], ""location"": [""China"", ""Gabon""], ""miscellaneous"": []}"
9868,train,0,"Jiang also acknowledged the Central African nation 's support for China 's stance on Taiwan , which Beijing views as a renegade province , while Bongo was quoted as thanking China for economic and technological aid , the agency said late on Monday .","{""person"": [""Jiang"", ""Bongo""], ""organization"": [], ""location"": [""China"", ""Taiwan"", ""Beijing"", ""China""], ""miscellaneous"": [""Central African""]}"
9869,train,0,"In April , China quashed a draft resolution by the U.N. Human Rights Commission expressing concern over continuing reports of Beijing 's violations of fundamental freedoms .","{""person"": [], ""organization"": [""U.N. Human Rights Commission""], ""location"": [""China"", ""Beijing""], ""miscellaneous"": []}"
9870,train,0,"After the defeat of the resolution , drafted by the European Union and the United States , China 's Foreign Ministry thanked 26 countries for backing its motion for "" no action "" on the document .","{""person"": [], ""organization"": [""European Union"", ""Foreign Ministry""], ""location"": [""United States"", ""China""], ""miscellaneous"": []}"
9871,train,0,It was the sixth year in a row that China avoided censure at the U.N. 's main human rights forum .,"{""person"": [], ""organization"": [""U.N.""], ""location"": [""China""], ""miscellaneous"": []}"
9872,train,0,"China has been accused of a wide range of human rights abuses , often in violation of its own legal code , in an effort to silence dissent .","{""person"": [], ""organization"": [], ""location"": [""China""], ""miscellaneous"": []}"
9873,train,0,A Xinhua commentary earlier this year said a plot by the West to force its human rights standards and values on other countries was doomed to failure .,"{""person"": [], ""organization"": [""Xinhua""], ""location"": [], ""miscellaneous"": [""West""]}"
9874,train,0,Taiwan 's Cooperative Bank cuts prime lending rate .,"{""person"": [], ""organization"": [""Cooperative Bank""], ""location"": [""Taiwan""], ""miscellaneous"": []}"
9875,train,0,TAIPEI 1996-08-27,"{""person"": [], ""organization"": [], ""location"": [""TAIPEI""], ""miscellaneous"": []}"
9876,train,0,"Cooperative Bank of Taiwan , one of the island 's leading state-run banks , said it was cutting its prime lending rate by 0.05 percentage point , effective on Tuesday .","{""person"": [], ""organization"": [""Cooperative Bank of Taiwan""], ""location"": [], ""miscellaneous"": []}"
9877,train,0,The bank said in a statement it was cutting its prime lending rate to 7.35 percent from 7.40 percent .,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
9878,train,0,It also would cut its three-month-to-three-year time deposit rates by between 0.05 and 0.10 percentage points .,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
9879,train,0,The moves made Cooperative the first major bank to cut rates in response to a call on Friday from central bank governor Sheu Yuan-dong .,"{""person"": [""Sheu Yuan-dong""], ""organization"": [""Cooperative""], ""location"": [], ""miscellaneous"": []}"
9880,train,0,"In the central bank 's latest bid to jumpstart Taiwan 's sluggish economy , Sheu ordered a reduction of up to a half-percentage point in banks ' reserve requirements and called on commercial banks to pass on the savings in the form of interest rate reductions .","{""person"": [""Sheu""], ""organization"": [], ""location"": [""Taiwan""], ""miscellaneous"": []}"
9881,train,0,-- Taipei Newsroom ( 5080815 ),"{""person"": [], ""organization"": [""Taipei Newsroom""], ""location"": [], ""miscellaneous"": []}"
9882,train,0,Palestinians to strike over Jerusalem demolition .,"{""person"": [], ""organization"": [], ""location"": [""Jerusalem""], ""miscellaneous"": [""Palestinians""]}"
9883,train,0,JERUSALEM 1996-08-27,"{""person"": [], ""organization"": [], ""location"": [""JERUSALEM""], ""miscellaneous"": []}"
9884,train,0,Palestinian leaders in Jerusalem called on Tuesday for a two-hour strike to protest what they called Israel 's war on Arab East Jerusalem after police demolished a building there .,"{""person"": [], ""organization"": [], ""location"": [""Jerusalem"", ""Israel"", ""Arab East Jerusalem""], ""miscellaneous"": [""Palestinian""]}"
9885,train,0,Israeli police demolished a 10 metre ( yard ) by 20 metre structure in Jerusalem 's Old City they said had been built with funding from the Palestinian self-rule Authority for use as a social club .,"{""person"": [], ""organization"": [""Palestinian self-rule Authority""], ""location"": [""Jerusalem"", ""Old City""], ""miscellaneous"": [""Israeli""]}"
9886,train,0,"Police used a huge crane to lift a bulldozer over the Old City 's walls to reach the building amidst narrow alleys , witnesses said .","{""person"": [], ""organization"": [], ""location"": [""Old City""], ""miscellaneous"": []}"
9887,train,0,Bystanders at the scene said work had begun on the building in 1991 and it had yet to be completed when the Israeli police bulldozed it .,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": [""Israeli""]}"
9888,train,0,The Palestinian Authority was set up under the 1993 PLO-Israel interim peace deal .,"{""person"": [], ""organization"": [""Palestinian Authority""], ""location"": [], ""miscellaneous"": [""PLO-Israel""]}"
9889,train,0,""" There has been a call for a general strike between one ( 1000 GMT ) and three o'clock , "" Palestinian lawmaker Ahmed Hashem Zighayer told Reuters .","{""person"": [""Ahmed Hashem Zighayer""], ""organization"": [""Reuters""], ""location"": [], ""miscellaneous"": [""GMT"", ""Palestinian""]}"
9890,train,0,""" This is a war that has been declared on us and we want our people to come and see the site where they declared the war . ""","{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
9891,train,0,"Prime Minister Benjamin Netanyahu 's government , which took office in June , has said it will not allow the Authority , set up under a 1993 interim peace deal to control parts of the Gaza Strip and West Bank , to operate in Jerusalem .","{""person"": [""Benjamin Netanyahu""], ""organization"": [""Authority""], ""location"": [""Gaza Strip"", ""West Bank"", ""Jerusalem""], ""miscellaneous"": []}"
9892,train,0,Israel 's previous government held the same position but in general turned a blind eye to Palestinian Authority activity in the city .,"{""person"": [], ""organization"": [""Palestinian Authority""], ""location"": [""Israel""], ""miscellaneous"": []}"
9893,train,0,Tuesday 's demolition came a day after PLO officials said they had bowed to Netanyahu 's demand they close offices in Jerusalem .,"{""person"": [""Netanyahu""], ""organization"": [""PLO""], ""location"": [""Jerusalem""], ""miscellaneous"": []}"
9894,train,0,They said two of the three offices Israel wanted closed had been shut .,"{""person"": [], ""organization"": [], ""location"": [""Israel""], ""miscellaneous"": []}"
9895,train,0,Netanyahu has made closure of the three offices a condition for resuming peace negotiations with the Palestine Liberation Organisation ( PLO ) .,"{""person"": [""Netanyahu""], ""organization"": [""Palestine Liberation Organisation"", ""PLO""], ""location"": [], ""miscellaneous"": []}"
9896,train,0,Israel captured Arab East Jerusalem in the 1967 Middle East war and annexed it .,"{""person"": [], ""organization"": [], ""location"": [""Israel"", ""Arab East Jerusalem"", ""Middle East""], ""miscellaneous"": []}"
9897,train,0,It says it will never cede any part of the city .,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
9898,train,0,Palestinians want East Jerusalem as capital of a future state .,"{""person"": [], ""organization"": [], ""location"": [""East Jerusalem""], ""miscellaneous"": [""Palestinians""]}"
9899,train,0,The city is up for negotiation at final peace talks which have yet to resume under Netanyahu .,"{""person"": [""Netanyahu""], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
9900,train,0,SEC adopts rules to improve investor access to best stock prices .,"{""person"": [], ""organization"": [""SEC""], ""location"": [], ""miscellaneous"": []}"
9901,train,0,WASHINGTON 1996-08-28,"{""person"": [], ""organization"": [], ""location"": [""WASHINGTON""], ""miscellaneous"": []}"
9902,train,0,The Securities and Exchange Commission Wednesday approved rules designed to give stock market investors a better chance at getting the best price available for their orders .,"{""person"": [], ""organization"": [""Securities and Exchange Commission""], ""location"": [], ""miscellaneous"": []}"
9903,train,0,"The so-called order handling rules , which were proposed last September , were approved in a 4-0 vote .","{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
9904,train,0,The new rules will require specialists at stock exchanges and market makers on Nasdaq to allow customers to view price quotes from other electronic trading systems that may not be readily available to them .,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": [""Nasdaq""]}"
9905,train,0,The rules will also require that customer limit orders be displayed with prices better than those available in quotes publicly available at the time .,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
9906,train,0,Specialists and market makers are companies or individuals recognised as qualified to maintain an orderly market in a stock .,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
9907,train,0,"In a limit order , investors specify the price at which they are willing to buy or sell , as opposed to a market order executed at prevailing prices .","{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
9908,train,0,""" These rules are intended to empower all investors , by allowing their orders to compete on a level playing field , and by providing the disclosure they need to make informed decisions , "" said SEC Chairman Arthur Levitt .","{""person"": [""Arthur Levitt""], ""organization"": [""SEC""], ""location"": [], ""miscellaneous"": []}"
9909,train,0,"The SEC 's goal , he added , was to create "" one system where one price could be available to everybody . ""","{""person"": [], ""organization"": [""SEC""], ""location"": [], ""miscellaneous"": []}"
9910,train,0,"The director of the SEC 's division of market regulation , Richard Lindsey , said Wall Street firms will probably need to spend about $ 7 million to carry out the improvements called for by the new rules .","{""person"": [""Richard Lindsey""], ""organization"": [""SEC""], ""location"": [""Wall Street""], ""miscellaneous"": []}"
9911,train,0,"In proposing the rules last year , the SEC noted that while technology has improved , commonplace practices still existed that worked against investors ' best interests .","{""person"": [], ""organization"": [""SEC""], ""location"": [], ""miscellaneous"": []}"
9912,train,0,It noted that customers whose orders were not displayed lost the chance of getting the best possible price available in the market .,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
9913,train,0,"It also cited the potential problem of a two-tiered market in which market makers quote one price to public investors while quoting better prices in private systems , thus robbing investors without access to "" hidden "" quotes the benefit of the best available prices .","{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
9914,train,0,"Earlier this month , the SEC settled charges of alleged malpractices on Nasdaq when the parent of the Nasdaq market , the National Association of Securities Dealers , agreed to spend $ 100 million over five years to upgrade its oversight of brokers ' trading practices .","{""person"": [], ""organization"": [""SEC"", ""National Association of Securities Dealers""], ""location"": [], ""miscellaneous"": [""Nasdaq"", ""Nasdaq""]}"
9915,train,0,The SEC dropped a third proposal that would have allowed investors with market orders to trade at a better price if there were shifts in prices before their orders were executed .,"{""person"": [], ""organization"": [""SEC""], ""location"": [], ""miscellaneous"": []}"
9916,train,0,"The agency said it would monitor effects of the two new rules before considering the "" price improvement "" proposal again .","{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
9917,train,0,"The agency also proposed rule changes that would require continuous "" bid "" and "" ask "" quotations from exchange specialists and market makers who trade more than 1 percent of a stock during any quarter on Nasdaq .","{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": [""Nasdaq""]}"
9918,train,0,"The SEC 's limit order display rule will mean a major change for Nasdaq , where such orders have never been displayed .","{""person"": [], ""organization"": [""SEC""], ""location"": [], ""miscellaneous"": [""Nasdaq""]}"
9919,train,0,"The president of the Nasdaq , Alfred Berkeley , was to hold a news conference Wednesday afternoon to elaborate on the new rules ' effects on the market , the second largest in the world .","{""person"": [""Alfred Berkeley""], ""organization"": [], ""location"": [], ""miscellaneous"": [""Nasdaq""]}"
9920,train,0,ITALIAN CABINET APPROVES TELEVISION DECREE .,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": [""ITALIAN""]}"
9921,train,0,ROME 1996-08-28,"{""person"": [], ""organization"": [], ""location"": [""ROME""], ""miscellaneous"": []}"
9922,train,0,"The Italian cabinet on Wednesday granted a reprieve for media mogul Silvio Berlusconi 's Mediaset television empire with a decree extending the current legal framework for television stations until January 31 , 1997 .","{""person"": [""Silvio Berlusconi""], ""organization"": [""Mediaset""], ""location"": [], ""miscellaneous"": [""Italian""]}"
9923,train,0,The decree plugs a legal void in which magistrates could have forced the former prime minister to take one of the three stations he controls off the air because of a court ruling that no single proprietor should be allowed to keep three channels .,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
9924,train,0,Passengers injured in train collision in Linz .,"{""person"": [], ""organization"": [], ""location"": [""Linz""], ""miscellaneous"": []}"
9925,train,0,"LINZ , Austria 1996-08-28","{""person"": [], ""organization"": [], ""location"": [""LINZ"", ""Austria""], ""miscellaneous"": []}"
9926,train,0,A passenger train collided with a locomotive at a main railway station in Linz on Wednesday and police said around 10 people were injured .,"{""person"": [], ""organization"": [], ""location"": [""Linz""], ""miscellaneous"": []}"
9927,train,0,"Austrian television reported earlier that more than 20 had been hurt in the accident at the station in Linz , 300 km ( 180 miles ) west of Vienna .","{""person"": [], ""organization"": [], ""location"": [""Linz"", ""Vienna""], ""miscellaneous"": [""Austrian""]}"
9928,train,0,""" One locomotive was stationary and the passenger train collided into the back of it , "" a police spokesman in Linz told Reuters by telephone .","{""person"": [], ""organization"": [""Reuters""], ""location"": [""Linz""], ""miscellaneous"": []}"
9929,train,0,"The express passenger train travelling from Steyr , southeast of Linz , with around 80 people on board , hit the back of a service locomotive used to shunt wagons into sidings .","{""person"": [], ""organization"": [], ""location"": [""Steyr"", ""Linz""], ""miscellaneous"": []}"
9930,train,0,The police spokesman said he was not sure whether any more passengers were still trapped in the wreckage .,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
9931,train,0,"Doctors and medical staff from a hospital across the road from the station were at the scene of the accident within minutes and were able to treat the injured quickly , he added .","{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
9932,train,0,"Greater damage was averted as the driver of the passenger train had time to apply his emergency brakes before the collision occurred , a state railways spokesman told Austrian news agency APA .","{""person"": [], ""organization"": [""APA""], ""location"": [], ""miscellaneous"": [""Austrian""]}"
9933,train,0,Saskatchewan Wheat Pool eyes hog market .,"{""person"": [], ""organization"": [""Saskatchewan Wheat Pool""], ""location"": [], ""miscellaneous"": []}"
9934,train,0,WINNIPEG 1996-08-28,"{""person"": [], ""organization"": [], ""location"": [""WINNIPEG""], ""miscellaneous"": []}"
9935,train,0,Canada 's largest grain handling firm said Wednesday it expects to forge a partnership with hog farmers by 1997 with a view to expanding the company 's scope into pork production .,"{""person"": [], ""organization"": [], ""location"": [""Canada""], ""miscellaneous"": []}"
9936,train,0,""" Saskatchewan is well positioned to take advantage of growing world markets for pork , "" Saskatchewan Wheat Pool chief executive Don Loewen said in a company statement .","{""person"": [""Don Loewen""], ""organization"": [""Saskatchewan Wheat Pool""], ""location"": [""Saskatchewan""], ""miscellaneous"": []}"
9937,train,0,SWP said it was analyzing potential partnerships with hog farmers and expected the first deal to be in place in 1997 .,"{""person"": [], ""organization"": [""SWP""], ""location"": [], ""miscellaneous"": []}"
9938,train,0,The end of Canada 's rail freight subsidy last year caused a shift in feed grain production to the eastern Prairie .,"{""person"": [], ""organization"": [], ""location"": [""Canada""], ""miscellaneous"": []}"
9939,train,0,Analysts said livestock production would likely shift to the eastern Prairie rather than feed grains being shipped to the western Prairie .,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
9940,train,0,"SWP said it may develop pork production systems that provide farmers with large integrated units , and it may consider contracting programs between producers and packers which would operate within the existing hog market framework .","{""person"": [], ""organization"": [""SWP""], ""location"": [], ""miscellaneous"": []}"
9941,train,0,Saskatchewan Pork International Marketing Group has an export monopoly but some Saskatchewan farmers earlier this month called for an open market in hogs .,"{""person"": [], ""organization"": [""Saskatchewan Pork International Marketing Group""], ""location"": [""Saskatchewan""], ""miscellaneous"": []}"
9942,train,0,-- Gilbert Le Gras 204 947 3548,"{""person"": [""Gilbert Le Gras""], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
9943,train,0,ATHLETICS - ROVERETO INTERNATIONAL MEETING RESULTS .,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": [""ROVERETO INTERNATIONAL""]}"
9944,train,0,"ROVERETO , Italy 1996-08-28","{""person"": [], ""organization"": [], ""location"": [""ROVERETO"", ""Italy""], ""miscellaneous"": []}"
9945,train,0,Leading results from an,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
9946,train,0,international athletics meeting on Wednesday :,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
9947,train,0,Women 's long jump :,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
9948,train,0,1. Ludmila Ninova ( Austria ) 6.72 metres,"{""person"": [""Ludmila Ninova""], ""organization"": [], ""location"": [""Austria""], ""miscellaneous"": []}"
9949,train,0,2. Heike Drechsler ( Germany ) 6.65,"{""person"": [""Heike Drechsler""], ""organization"": [], ""location"": [""Germany""], ""miscellaneous"": []}"
9950,train,0,3. Fiona May ( Italy ) 6.64,"{""person"": [""Fiona May""], ""organization"": [], ""location"": [""Italy""], ""miscellaneous"": []}"
9951,train,0,Men 's 110 metres hurdles :,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
9952,train,0,1. Emilio Valle ( Cuba ) 13.42 seconds,"{""person"": [""Emilio Valle""], ""organization"": [], ""location"": [""Cuba""], ""miscellaneous"": []}"
9953,train,0,2. Steve Brown ( U.S. ) 13.45,"{""person"": [""Steve Brown""], ""organization"": [], ""location"": [""U.S.""], ""miscellaneous"": []}"
9954,train,0,3. Andrea Giaconi ( Italy ) 13.80,"{""person"": [""Andrea Giaconi""], ""organization"": [], ""location"": [""Italy""], ""miscellaneous"": []}"
9955,train,0,Women 's 100 metres :,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
9956,train,0,1. Chandra Sturrup ( Bahamas ) 11.34 seconds,"{""person"": [""Chandra Sturrup""], ""organization"": [], ""location"": [""Bahamas""], ""miscellaneous"": []}"
9957,train,0,2. Natalya Voronova ( Russia ) 11.53,"{""person"": [""Natalya Voronova""], ""organization"": [], ""location"": [""Russia""], ""miscellaneous"": []}"
9958,train,0,3. Gabi Rokmeier ( Germany ) 11.61,"{""person"": [""Gabi Rokmeier""], ""organization"": [], ""location"": [""Germany""], ""miscellaneous"": []}"
9959,train,0,Men 's javelin :,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
9960,train,0,1. Sergey Makarov ( Russia ) 85.26 metres,"{""person"": [""Sergey Makarov""], ""organization"": [], ""location"": [""Russia""], ""miscellaneous"": []}"
9961,train,0,2. Tom Pukstys ( U.S. ) 84.20,"{""person"": [""Tom Pukstys""], ""organization"": [], ""location"": [""U.S.""], ""miscellaneous"": []}"
9962,train,0,3. Peter Blank ( Germany ) 81.64,"{""person"": [""Peter Blank""], ""organization"": [], ""location"": [""Germany""], ""miscellaneous"": []}"
9963,train,0,Men 's 100 metres :,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
9964,train,0,1. Osmond Ezinwa ( Nigeria ) 10.13 seconds,"{""person"": [""Osmond Ezinwa""], ""organization"": [], ""location"": [""Nigeria""], ""miscellaneous"": []}"
9965,train,0,2. Davidson Ezinwa ( Nigeria ) 10.18,"{""person"": [""Davidson Ezinwa""], ""organization"": [], ""location"": [""Nigeria""], ""miscellaneous"": []}"
9966,train,0,3. Stefano Tilli ( Italy ) 10.43,"{""person"": [""Stefano Tilli""], ""organization"": [], ""location"": [""Italy""], ""miscellaneous"": []}"
9967,train,0,Men 's 400 metres :,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
9968,train,0,1. Davis Kamoga ( Uganda ) 45.15 seconds,"{""person"": [""Davis Kamoga""], ""organization"": [], ""location"": [""Uganda""], ""miscellaneous"": []}"
9969,train,0,2. Marco Vaccari ( Italy ) 46.16,"{""person"": [""Marco Vaccari""], ""organization"": [], ""location"": [""Italy""], ""miscellaneous"": []}"
9970,train,0,3. Kennedy Ochieng ( Kenya ) 46.21,"{""person"": [""Kennedy Ochieng""], ""organization"": [], ""location"": [""Kenya""], ""miscellaneous"": []}"
9971,train,0,Women 's pole vault :,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
9972,train,0,1. Mariacarla Bresciani ( Italy ) 3.85 metres,"{""person"": [""Mariacarla Bresciani""], ""organization"": [], ""location"": [""Italy""], ""miscellaneous"": []}"
9973,train,0,2. Andrea Muller ( Germany ) 3.75,"{""person"": [""Andrea Muller""], ""organization"": [], ""location"": [""Germany""], ""miscellaneous"": []}"
9974,train,0,3. Nastja Rysich ( germany ) 3.75,"{""person"": [""Nastja Rysich""], ""organization"": [], ""location"": [""germany""], ""miscellaneous"": []}"
